WTCH_SYMD,WTCH_EYMD,JLYFS_NM,TXCT_DGRE_CD,AP_AREA_NM,AP_DN_CD,JLYFS_APRT
20150703,20150709,기타 해파리,,경북, ,30.0
20150703,20150709,노무라입깃해파리,강,경북, ,10.0
20150703,20150709,보름달물해파리,약,경북, ,40.0
20150703,20150709,기타 해파리,,부산,,0.0
20150703,20150709,노무라입깃해파리,강,부산,,0.0
20150703,20150709,보름달물해파리,약,부산, ,44.4
20150703,20150709,기타 해파리,,울산,,0.0
20150703,20150709,노무라입깃해파리,강,울산,,0.0
20150703,20150709,보름달물해파리,약,울산,,0.0
20150703,20150709,기타 해파리,,인천,,0.0
20150703,20150709,노무라입깃해파리,강,인천,,10.0
20150703,20150709,보름달물해파리,약,인천,,0.0
20150703,20150709,기타 해파리,,전남,,0.0
20150703,20150709,노무라입깃해파리,강,전남, ,21.65
20150703,20150709,보름달물해파리,약,전남, ,61.65
20150703,20150709,기타 해파리,,전북,,0.0
20150703,20150709,노무라입깃해파리,강,전북, ,5.3
20150703,20150709,보름달물해파리,약,전북, ,100.0
20150703,20150709,기타 해파리,,제주,,0.0
20150703,20150709,노무라입깃해파리,강,제주, ,75.0
20150703,20150709,보름달물해파리,약,제주,,0.0
20150703,20150709,기타 해파리,,충남,,0.0
20150703,20150709,노무라입깃해파리,강,충남, ,9.1
20150703,20150709,보름달물해파리,약,충남, ,27.3
20150710,20150716,기타 해파리,,강원,,0.0
20150710,20150716,노무라입깃해파리,강,강원,,0.0
20150710,20150716,보름달물해파리,약,강원,,0.0
20150710,20150716,기타 해파리,,경기,,0.0
20150710,20150716,노무라입깃해파리,강,경기,,0.0
20150710,20150716,보름달물해파리,약,경기, ,14.3
20150710,20150716,기타 해파리,,경남, ,16.7
20150710,20150716,노무라입깃해파리,강,경남,,0.0
20150710,20150716,보름달물해파리,약,경남, ,66.7
20150710,20150716,기타 해파리,,경북, ,10.0
20150710,20150716,노무라입깃해파리,강,경북, ,30.0
20150710,20150716,보름달물해파리,약,경북, ,40.0
20150710,20150716,기타 해파리,,부산, ,9.1
20150710,20150716,노무라입깃해파리,강,부산,,0.0
20150710,20150716,보름달물해파리,약,부산, ,81.8
20150710,20150716,기타 해파리,,울산,,0.0
20150710,20150716,노무라입깃해파리,강,울산,,0.0
20150710,20150716,보름달물해파리,약,울산,,0.0
20150710,20150716,기타 해파리,,인천,,0.0
20150710,20150716,노무라입깃해파리,강,인천, ,10.0
20150710,20150716,보름달물해파리,약,인천, ,10.0
20150710,20150716,기타 해파리,,전남,,0.0
20150710,20150716,노무라입깃해파리,강,전남, ,0.0
20150710,20150716,보름달물해파리,약,전남, ,77.1
20150710,20150716,기타 해파리,,전북,,0.0
20150710,20150716,노무라입깃해파리,강,전북, ,11.1
20150710,20150716,보름달물해파리,약,전북, ,100.0
20150710,20150716,기타 해파리,,제주,,0.0
20150710,20150716,노무라입깃해파리,강,제주, ,40.0
20150710,20150716,보름달물해파리,약,제주,,0.0
20150710,20150716,기타 해파리,,충남,,0.0
20150710,20150716,노무라입깃해파리,강,충남,,0.0
20150710,20150716,보름달물해파리,약,충남, ,45.5
20150828,20150903,기타 해파리,,강원, ,33.3
20150828,20150903,노무라입깃해파리,강,강원,,0.0
20150828,20150903,보름달물해파리,약,강원,,0.0
20150828,20150903,기타 해파리,,경기,,0.0
20150828,20150903,노무라입깃해파리,강,경기, ,28.6
20150828,20150903,보름달물해파리,약,경기, ,42.9
20150828,20150903,기타 해파리,,경남, ,25.0
20150828,20150903,노무라입깃해파리,강,경남, ,30.0
20150828,20150903,보름달물해파리,약,경남, ,40.0
20150828,20150903,기타 해파리,,경북, ,9.1
20150828,20150903,노무라입깃해파리,강,경북, ,9.1
20150828,20150903,보름달물해파리,약,경북,,27.3
20150828,20150903,기타 해파리,,부산, ,9.1
20150828,20150903,노무라입깃해파리,강,부산, ,9.1
20150828,20150903,보름달물해파리,약,부산, ,18.2
20150828,20150903,기타 해파리,,울산,,0.0
20150828,20150903,노무라입깃해파리,강,울산,,0.0
20150828,20150903,보름달물해파리,약,울산,,0.0
20150828,20150903,기타 해파리,,인천,,0.0
20150828,20150903,노무라입깃해파리,강,인천, ,50.0
20150828,20150903,보름달물해파리,약,인천, ,14.3
20150828,20150903,기타 해파리,,전남,,0.0
20150828,20150903,노무라입깃해파리,강,전남, ,45.0
20150828,20150903,보름달물해파리,약,전남, ,45.0
20150828,20150903,기타 해파리,,전북, ,6.7
20150828,20150903,노무라입깃해파리,강,전북, ,46.7
20150828,20150903,보름달물해파리,약,전북, ,53.3
20150828,20150903,기타 해파리,,제주, ,14.3
20150828,20150903,노무라입깃해파리,강,제주, ,14.3
20150828,20150903,보름달물해파리,약,제주,,0.0
20150828,20150903,기타 해파리,,충남,,0.0
20150828,20150903,노무라입깃해파리,강,충남, ,41.7
20150828,20150903,보름달물해파리,약,충남, ,25.0
20150904,20150910,기타 해파리,,강원, ,33.3
20150904,20150910,노무라입깃해파리,강,강원,,0.0
20150904,20150910,보름달물해파리,약,강원,,0.0
20150904,20150910,기타 해파리,,경기,,0.0
20150904,20150910,노무라입깃해파리,강,경기,,37.5
20150904,20150910,보름달물해파리,약,경기, ,25.0
20150904,20150910,기타 해파리,,경남, ,23.5
20150904,20150910,노무라입깃해파리,강,경남, ,23.5
20150904,20150910,보름달물해파리,약,경남, ,41.2
20150904,20150910,기타 해파리,,경북, ,11.8
20150904,20150910,노무라입깃해파리,강,경북, ,5.9
20150904,20150910,보름달물해파리,약,경북, ,29.4
20150904,20150910,기타 해파리,,부산, ,10.0
20150904,20150910,노무라입깃해파리,강,부산,,0.0
20150904,20150910,보름달물해파리,약,부산, ,20.0
20150904,20150910,기타 해파리,,울산,,0.0
20150904,20150910,노무라입깃해파리,강,울산,,0.0
20150904,20150910,보름달물해파리,약,울산, ,0.0
20150904,20150910,기타 해파리,,인천,,0.0
20150904,20150910,노무라입깃해파리,강,인천, ,41.7
20150904,20150910,보름달물해파리,약,인천, ,8.3
20150904,20150910,기타 해파리,,전남,,0.0
20150904,20150910,노무라입깃해파리,강,전남, ,33.95
20150904,20150910,보름달물해파리,약,전남, ,43.75
20150904,20150910,기타 해파리,,전북, ,9.1
20150904,20150910,노무라입깃해파리,강,전북, ,18.2
20150904,20150910,보름달물해파리,약,전북, ,36.4
20150904,20150910,기타 해파리,,제주,,0.0
20150904,20150910,노무라입깃해파리,강,제주,,0.0
20150904,20150910,보름달물해파리,약,제주,,0.0
20150904,20150910,기타 해파리,,충남,,0.0
20150904,20150910,노무라입깃해파리,강,충남, ,30.0
20150904,20150910,보름달물해파리,약,충남, ,10.0
20150911,20150917,기타 해파리,,강원,,0.0
20150911,20150917,노무라입깃해파리,강,강원,,0.0
20150911,20150917,보름달물해파리,약,강원, ,25.0
20150911,20150917,기타 해파리,,경기,,0.0
20150911,20150917,노무라입깃해파리,강,경기, ,50.0
20150911,20150917,보름달물해파리,약,경기, ,10.0
20150911,20150917,기타 해파리,,경남, ,27.8
20150911,20150917,노무라입깃해파리,강,경남, ,27.8
20150911,20150917,보름달물해파리,약,경남, ,33.3
20150911,20150917,기타 해파리,,경북, ,6.3
20150911,20150917,노무라입깃해파리,강,경북,,0.0
20150911,20150917,보름달물해파리,약,경북, ,18.8
20150911,20150917,기타 해파리,,부산, ,10.0
20150911,20150917,노무라입깃해파리,강,부산, ,20.0
20150911,20150917,보름달물해파리,약,부산, ,20.0
20150911,20150917,기타 해파리,,울산,,0.0
20150911,20150917,노무라입깃해파리,강,울산,,0.0
20150911,20150917,보름달물해파리,약,울산,,0.0
20150911,20150917,기타 해파리,,인천,,0.0
20150911,20150917,노무라입깃해파리,강,인천, ,72.7
20150911,20150917,보름달물해파리,약,인천,,0.0
20150911,20150917,기타 해파리,,전남,,0.0
20150911,20150917,노무라입깃해파리,강,전남, ,29.8
20150911,20150917,보름달물해파리,약,전남, ,41.65
20150911,20150917,기타 해파리,,전북, ,8.3
20150911,20150917,노무라입깃해파리,강,전북, ,25.0
20150911,20150917,보름달물해파리,약,전북, ,33.3
20150911,20150917,기타 해파리,,제주,,0.0
20150911,20150917,노무라입깃해파리,강,제주,,0.0
20150911,20150917,보름달물해파리,약,제주,,0.0
20150911,20150917,기타 해파리,,충남,,0.0
20150911,20150917,노무라입깃해파리,강,충남, ,22.2
20150911,20150917,보름달물해파리,약,충남, ,11.1
20150918,20150924,기타 해파리,,강원, ,20.0
20150918,20150924,노무라입깃해파리,강,강원,,0.0
20150918,20150924,보름달물해파리,약,강원, ,20.0
20150918,20150924,기타 해파리,,경기,,0.0
20150918,20150924,노무라입깃해파리,강,경기, ,42.9
20150918,20150924,보름달물해파리,약,경기, ,14.3
20150918,20150924,기타 해파리,,경남, ,33.3
20150918,20150924,노무라입깃해파리,강,경남, ,33.3
20150918,20150924,보름달물해파리,약,경남, ,33.3
20150918,20150924,기타 해파리,,경북,,0.0
20150918,20150924,노무라입깃해파리,강,경북,,0.0
20150918,20150924,보름달물해파리,약,경북, ,11.8
20150918,20150924,기타 해파리,,부산,,0.0
20150918,20150924,노무라입깃해파리,강,부산, ,18.2
20150918,20150924,보름달물해파리,약,부산, ,27.3
20150918,20150924,기타 해파리,,울산,,0.0
20150918,20150924,노무라입깃해파리,강,울산,,0.0
20150918,20150924,보름달물해파리,약,울산,,0.0
20150918,20150924,기타 해파리,,인천,,0.0
20150918,20150924,노무라입깃해파리,강,인천, ,66.7
20150918,20150924,보름달물해파리,약,인천,,0.0
20150918,20150924,기타 해파리,,전남,,0.0
20150918,20150924,노무라입깃해파리,강,전남, ,36.65
20150918,20150924,보름달물해파리,약,전남, ,33.35
20150918,20150924,기타 해파리,,전북,,0.0
20150918,20150924,노무라입깃해파리,강,전북, ,41.2
20150918,20150924,보름달물해파리,약,전북, ,11.8
20150918,20150924,기타 해파리,,제주,,0.0
20150918,20150924,노무라입깃해파리,강,제주,,0.0
20150918,20150924,보름달물해파리,약,제주,,0.0
20150918,20150924,기타 해파리,,충남,,0.0
20150918,20150924,노무라입깃해파리,강,충남, ,33.3
20150918,20150924,보름달물해파리,약,충남, ,11.1
20150925,20151001,기타 해파리,,강원,,0.0
20150925,20151001,노무라입깃해파리,강,강원, ,0.0
20150925,20151001,보름달물해파리,약,강원, ,0.0
20150925,20151001,기타 해파리,,경기,,0.0
20150925,20151001,노무라입깃해파리,강,경기, ,20.0
20150925,20151001,보름달물해파리,약,경기, ,20.0
20150925,20151001,기타 해파리,,경남, ,31.3
20150925,20151001,노무라입깃해파리,강,경남, ,31.3
20150925,20151001,보름달물해파리,약,경남, ,37.5
20150925,20151001,기타 해파리,,경북,,0.0
20150925,20151001,노무라입깃해파리,강,경북,,0.0
20150925,20151001,보름달물해파리,약,경북,,0.0
20150925,20151001,기타 해파리,,부산, ,15.4
20150925,20151001,노무라입깃해파리,강,부산, ,15.4
20150925,20151001,보름달물해파리,약,부산, ,23.1
20150925,20151001,기타 해파리,,울산,,0.0
20150925,20151001,노무라입깃해파리,강,울산,,0.0
20150925,20151001,보름달물해파리,약,울산,,0.0
20150925,20151001,기타 해파리,,인천,,0.0
20150925,20151001,노무라입깃해파리,강,인천, ,50.0
20150925,20151001,보름달물해파리,약,인천,,0.0
20150925,20151001,기타 해파리,,전남,,0.0
20150925,20151001,노무라입깃해파리,강,전남, ,38.1
20150925,20151001,보름달물해파리,약,전남, ,35.7
20150925,20151001,기타 해파리,,전북,,0.0
20150925,20151001,노무라입깃해파리,강,전북, ,47.1
20150925,20151001,보름달물해파리,약,전북, ,11.8
20150925,20151001,기타 해파리,,제주,,0.0
20150925,20151001,노무라입깃해파리,강,제주,,0.0
20150925,20151001,보름달물해파리,약,제주,,0.0
20150925,20151001,기타 해파리,,충남,,0.0
20150925,20151001,노무라입깃해파리,강,충남, ,40.0
20150925,20151001,보름달물해파리,약,충남, ,6.7
20151002,20151008,기타 해파리,,강원,,0.0
20151002,20151008,노무라입깃해파리,강,강원, ,25.0
20151002,20151008,보름달물해파리,약,강원, ,25.0
20151002,20151008,기타 해파리,,경기,,0.0
20151002,20151008,노무라입깃해파리,강,경기, ,14.3
20151002,20151008,보름달물해파리,약,경기, ,14.3
20151002,20151008,기타 해파리,,경남, ,26.7
20151002,20151008,노무라입깃해파리,강,경남, ,20.0
20151002,20151008,보름달물해파리,약,경남, ,33.3
20151002,20151008,기타 해파리,,경북,,0.0
20151002,20151008,노무라입깃해파리,강,경북,,0.0
20151002,20151008,보름달물해파리,약,경북, ,6.3
20151002,20151008,기타 해파리,,부산, ,16.7
20151002,20151008,노무라입깃해파리,강,부산, ,16.7
20151002,20151008,보름달물해파리,약,부산, ,16.7
20151002,20151008,기타 해파리,,울산,,0.0
20151002,20151008,노무라입깃해파리,강,울산, ,0.0
20151002,20151008,보름달물해파리,약,울산,,0.0
20151002,20151008,기타 해파리,,인천,,0.0
20151002,20151008,노무라입깃해파리,강,인천, ,33.3
20151002,20151008,보름달물해파리,약,인천,,0.0
20151002,20151008,기타 해파리,,전남,,0.0
20151002,20151008,노무라입깃해파리,강,전남, ,41.65
20151002,20151008,보름달물해파리,약,전남, ,27.8
20151002,20151008,기타 해파리,,전북,,0.0
20151002,20151008,노무라입깃해파리,강,전북, ,36.4
20151002,20151008,보름달물해파리,약,전북, ,18.2
20151002,20151008,기타 해파리,,제주,,0.0
20151002,20151008,노무라입깃해파리,강,제주,,0.0
20151002,20151008,보름달물해파리,약,제주,,0.0
20151002,20151008,기타 해파리,,충남,,0.0
20151002,20151008,노무라입깃해파리,강,충남, ,35.7
20151002,20151008,보름달물해파리,약,충남,,0.0
20151009,20151015,기타 해파리,,강원,,0.0
20151009,20151015,노무라입깃해파리,강,강원,,0.0
20151009,20151015,보름달물해파리,약,강원, ,25.0
20151009,20151015,기타 해파리,,경기,,0.0
20151009,20151015,노무라입깃해파리,강,경기,,11.1
20151009,20151015,보름달물해파리,약,경기, ,11.1
20151009,20151015,기타 해파리,,경남, ,13.3
20151009,20151015,노무라입깃해파리,강,경남, ,26.7
20151009,20151015,보름달물해파리,약,경남, ,33.3
20151009,20151015,기타 해파리,,경북,,0.0
20151009,20151015,노무라입깃해파리,강,경북,,0.0
20151009,20151015,보름달물해파리,약,경북, ,6.3
20151009,20151015,기타 해파리,,부산, ,8.3
20151009,20151015,노무라입깃해파리,강,부산, ,8.3
20151009,20151015,보름달물해파리,약,부산, ,16.7
20151009,20151015,기타 해파리,,울산,,0.0
20151009,20151015,노무라입깃해파리,강,울산,,0.0
20151009,20151015,보름달물해파리,약,울산,,0.0
20151009,20151015,기타 해파리,,인천,,20.0
20151009,20151015,노무라입깃해파리,강,인천, ,50.0
20151009,20151015,보름달물해파리,약,인천,,0.0
20151009,20151015,기타 해파리,,전남,,0.0
20151009,20151015,노무라입깃해파리,강,전남, ,51.8
20151009,20151015,보름달물해파리,약,전남, ,28.55
20151009,20151015,기타 해파리,,전북,,0.0
20151009,20151015,노무라입깃해파리,강,전북, ,7.7
20151009,20151015,보름달물해파리,약,전북, ,7.7
20151009,20151015,기타 해파리,,제주,,0.0
20151009,20151015,노무라입깃해파리,강,제주,,0.0
20151009,20151015,보름달물해파리,약,제주,,0.0
20151009,20151015,기타 해파리,,충남,,0.0
20151009,20151015,노무라입깃해파리,강,충남, ,36.4
20151009,20151015,보름달물해파리,약,충남,,0.0
20151017,20151023,기타 해파리,,강원,,0.0
20151017,20151023,노무라입깃해파리,강,강원,,0.0
20151017,20151023,보름달물해파리,약,강원,,0.0
20151017,20151023,기타 해파리,,경기,,0.0
20151017,20151023,노무라입깃해파리,강,경기, ,25.0
20151017,20151023,보름달물해파리,약,경기, ,16.7
20151017,20151023,기타 해파리,,경남, ,12.5
20151017,20151023,노무라입깃해파리,강,경남, ,31.3
20151017,20151023,보름달물해파리,약,경남, ,37.5
20151017,20151023,기타 해파리,,경북,,0.0
20151017,20151023,노무라입깃해파리,강,경북,,0.0
20151017,20151023,보름달물해파리,약,경북,,0.0
20151017,20151023,기타 해파리,,부산, ,9.1
20151017,20151023,노무라입깃해파리,강,부산, ,18.2
20151017,20151023,보름달물해파리,약,부산, ,9.1
20151017,20151023,기타 해파리,,울산,,0.0
20151017,20151023,노무라입깃해파리,강,울산,,0.0
20151017,20151023,보름달물해파리,약,울산,,0.0
20151017,20151023,기타 해파리,,인천, ,23.1
20151017,20151023,노무라입깃해파리,강,인천, ,38.5
20151017,20151023,보름달물해파리,약,인천,,0.0
20151017,20151023,기타 해파리,,전남,,0.0
20151017,20151023,노무라입깃해파리,강,전남, ,50.0
20151017,20151023,보름달물해파리,약,전남, ,33.35
20151017,20151023,기타 해파리,,전북,,0.0
20151017,20151023,노무라입깃해파리,강,전북, ,18.8
20151017,20151023,보름달물해파리,약,전북, ,12.5
20151017,20151023,기타 해파리,,제주,,0.0
20151017,20151023,노무라입깃해파리,강,제주,,0.0
20151017,20151023,보름달물해파리,약,제주,,0.0
20151017,20151023,기타 해파리,,충남,,0.0
20151017,20151023,노무라입깃해파리,강,충남, ,31.3
20151017,20151023,보름달물해파리,약,충남,,0.0
20151023,20151029,기타 해파리,,강원,,0.0
20151023,20151029,노무라입깃해파리,강,강원,,0.0
20151023,20151029,보름달물해파리,약,강원, ,33.3
20151023,20151029,기타 해파리,,경기,,0.0
20151023,20151029,노무라입깃해파리,강,경기,,0.0
20151023,20151029,보름달물해파리,약,경기, ,33.3
20151023,20151029,기타 해파리,,경남, ,14.3
20151023,20151029,노무라입깃해파리,강,경남, ,21.4
20151023,20151029,보름달물해파리,약,경남, ,35.7
20151023,20151029,기타 해파리,,경북,,0.0
20151023,20151029,노무라입깃해파리,강,경북,,0.0
20151023,20151029,보름달물해파리,약,경북, ,6.3
20151023,20151029,기타 해파리,,부산, ,8.3
20151023,20151029,노무라입깃해파리,강,부산, ,8.3
20151023,20151029,보름달물해파리,약,부산, ,16.7
20151023,20151029,기타 해파리,,울산,,0.0
20151023,20151029,노무라입깃해파리,강,울산,,0.0
20151023,20151029,보름달물해파리,약,울산,,0.0
20151023,20151029,기타 해파리,,인천,,15.4
20151023,20151029,노무라입깃해파리,강,인천, ,46.2
20151023,20151029,보름달물해파리,약,인천,,0.0
20151023,20151029,기타 해파리,,전남,,0.0
20151023,20151029,노무라입깃해파리,강,전남, ,44.3
20151023,20151029,보름달물해파리,약,전남, ,17.15
20151023,20151029,기타 해파리,,전북,,0.0
20151023,20151029,노무라입깃해파리,강,전북, ,20.0
20151023,20151029,보름달물해파리,약,전북, ,6.7
20151023,20151029,기타 해파리,,제주,,0.0
20151023,20151029,노무라입깃해파리,강,제주,,0.0
20151023,20151029,보름달물해파리,약,제주,,0.0
20151023,20151029,기타 해파리,,충남,,0.0
20151023,20151029,노무라입깃해파리,강,충남, ,33.3
20151023,20151029,보름달물해파리,약,충남,,0.0
20151030,20151105,기타 해파리,,강원,,0.0
20151030,20151105,노무라입깃해파리,강,강원,,0.0
20151030,20151105,보름달물해파리,약,강원,,0.0
20151030,20151105,기타 해파리,,경기,,0.0
20151030,20151105,노무라입깃해파리,강,경기,,0.0
20151030,20151105,보름달물해파리,약,경기,,0.0
20151030,20151105,기타 해파리,,경남, ,7.1
20151030,20151105,노무라입깃해파리,강,경남, ,14.3
20151030,20151105,보름달물해파리,약,경남, ,28.6
20151030,20151105,기타 해파리,,경북,,0.0
20151030,20151105,노무라입깃해파리,강,경북,,0.0
20151030,20151105,보름달물해파리,약,경북, ,5.9
20151030,20151105,기타 해파리,,부산, ,8.3
20151030,20151105,노무라입깃해파리,강,부산,,0.0
20151030,20151105,보름달물해파리,약,부산, ,16.7
20151030,20151105,기타 해파리,,울산,,0.0
20151030,20151105,노무라입깃해파리,강,울산,,0.0
20151030,20151105,보름달물해파리,약,울산,,0.0
20151030,20151105,기타 해파리,,인천,,10.0
20151030,20151105,노무라입깃해파리,강,인천, ,60.0
20151030,20151105,보름달물해파리,약,인천,,0.0
20151030,20151105,기타 해파리,,전남,,0.0
20151030,20151105,노무라입깃해파리,강,전남, ,50.0
20151030,20151105,보름달물해파리,약,전남, ,14.3
20151030,20151105,기타 해파리,,전북,,0.0
20151030,20151105,노무라입깃해파리,강,전북, ,18.2
20151030,20151105,보름달물해파리,약,전북,,0.0
20151030,20151105,기타 해파리,,제주,,0.0
20151030,20151105,노무라입깃해파리,강,제주,,0.0
20151030,20151105,보름달물해파리,약,제주,,0.0
20151030,20151105,기타 해파리,,충남,,0.0
20151030,20151105,노무라입깃해파리,강,충남, ,28.6
20151030,20151105,보름달물해파리,약,충남,,0.0
20151106,20151112,기타 해파리,,강원,,0.0
20151106,20151112,노무라입깃해파리,강,강원,,0.0
20151106,20151112,보름달물해파리,약,강원,,0.0
20151106,20151112,기타 해파리,,경기,,0.0
20151106,20151112,노무라입깃해파리,강,경기, ,16.7
20151106,20151112,보름달물해파리,약,경기, ,16.7
20151106,20151112,기타 해파리,,경남, ,14.3
20151106,20151112,노무라입깃해파리,강,경남,,0.0
20151106,20151112,보름달물해파리,약,경남, ,28.6
20151106,20151112,기타 해파리,,경북,,0.0
20151106,20151112,노무라입깃해파리,강,경북,,0.0
20151106,20151112,보름달물해파리,약,경북,,0.0
20151106,20151112,기타 해파리,,부산,,0.0
20151106,20151112,노무라입깃해파리,강,부산, ,10.0
20151106,20151112,보름달물해파리,약,부산, ,10.0
20151106,20151112,기타 해파리,,울산,,0.0
20151106,20151112,노무라입깃해파리,강,울산,,0.0
20151106,20151112,보름달물해파리,약,울산,,0.0
20151106,20151112,기타 해파리,,인천,,0.0
20151106,20151112,노무라입깃해파리,강,인천, ,33.3
20151106,20151112,보름달물해파리,약,인천,,0.0
20151106,20151112,기타 해파리,,전남,,0.0
20151106,20151112,노무라입깃해파리,강,전남, ,56.25
20151106,20151112,보름달물해파리,약,전남,,0.0
20151106,20151112,기타 해파리,,전북,,0.0
20151106,20151112,노무라입깃해파리,강,전북, ,14.3
20151106,20151112,보름달물해파리,약,전북,,0.0
20151106,20151112,기타 해파리,,제주,,0.0
20151106,20151112,노무라입깃해파리,강,제주,,0.0
20151106,20151112,보름달물해파리,약,제주,,0.0
20151106,20151112,기타 해파리,,충남,,0.0
20151106,20151112,노무라입깃해파리,강,충남, ,8.3
20151106,20151112,보름달물해파리,약,충남,,0.0
20151113,20151119,기타 해파리,,강원,,0.0
20151113,20151119,노무라입깃해파리,강,강원,,0.0
20151113,20151119,보름달물해파리,약,강원,,0.0
20151113,20151119,기타 해파리,,경기,,0.0
20151113,20151119,노무라입깃해파리,강,경기,,0.0
20151113,20151119,보름달물해파리,약,경기,,0.0
20151113,20151119,기타 해파리,,경남, ,14.3
20151113,20151119,노무라입깃해파리,강,경남, ,7.1
20151113,20151119,보름달물해파리,약,경남, ,21.4
20151113,20151119,기타 해파리,,경북,,0.0
20151113,20151119,노무라입깃해파리,강,경북,,0.0
20151113,20151119,보름달물해파리,약,경북, ,23.1
20151113,20151119,기타 해파리,,부산,,0.0
20151113,20151119,노무라입깃해파리,강,부산, ,10.0
20151113,20151119,보름달물해파리,약,부산, ,10.0
20151113,20151119,기타 해파리,,울산,,0.0
20151113,20151119,노무라입깃해파리,강,울산,,0.0
20151113,20151119,보름달물해파리,약,울산,,0.0
20151113,20151119,기타 해파리,,인천,,0.0
20151113,20151119,노무라입깃해파리,강,인천, ,46.2
20151113,20151119,보름달물해파리,약,인천,,0.0
20151113,20151119,기타 해파리,,전남,,0.0
20151113,20151119,노무라입깃해파리,강,전남, ,10.0
20151113,20151119,보름달물해파리,약,전남,,0.0
20151113,20151119,기타 해파리,,전북,,0.0
20151113,20151119,노무라입깃해파리,강,전북, ,11.1
20151113,20151119,보름달물해파리,약,전북,,0.0
20151113,20151119,기타 해파리,,제주,,0.0
20151113,20151119,노무라입깃해파리,강,제주, ,20.0
20151113,20151119,보름달물해파리,약,제주,,0.0
20151113,20151119,기타 해파리,,충남,,0.0
20151113,20151119,노무라입깃해파리,강,충남, ,25.0
20151113,20151119,보름달물해파리,약,충남,,0.0
20151120,20151126,기타 해파리,,강원,,0.0
20151120,20151126,노무라입깃해파리,강,강원,,0.0
20151120,20151126,보름달물해파리,약,강원,,0.0
20151120,20151126,기타 해파리,,경기,,0.0
20151120,20151126,노무라입깃해파리,강,경기, ,16.7
20151120,20151126,보름달물해파리,약,경기, ,16.7
20151120,20151126,기타 해파리,,경남,,0.0
20151120,20151126,노무라입깃해파리,강,경남, ,7.1
20151120,20151126,보름달물해파리,약,경남, ,14.3
20151120,20151126,기타 해파리,,경북,,0.0
20151120,20151126,노무라입깃해파리,강,경북,,0.0
20151120,20151126,보름달물해파리,약,경북,,0.0
20151120,20151126,기타 해파리,,부산,,0.0
20151120,20151126,노무라입깃해파리,강,부산,,0.0
20151120,20151126,보름달물해파리,약,부산,,0.0
20151120,20151126,기타 해파리,,울산,,0.0
20151120,20151126,노무라입깃해파리,강,울산,,0.0
20151120,20151126,보름달물해파리,약,울산,,0.0
20151120,20151126,기타 해파리,,인천,,0.0
20151120,20151126,노무라입깃해파리,강,인천, ,25.0
20151120,20151126,보름달물해파리,약,인천,,0.0
20151120,20151126,기타 해파리,,전남,,0.0
20151120,20151126,노무라입깃해파리,강,전남, ,36.65
20151120,20151126,보름달물해파리,약,전남,,0.0
20151120,20151126,기타 해파리,,전북,,0.0
20151120,20151126,노무라입깃해파리,강,전북, ,16.7
20151120,20151126,보름달물해파리,약,전북,,0.0
20151120,20151126,기타 해파리,,제주,,0.0
20151120,20151126,노무라입깃해파리,강,제주,,0.0
20151120,20151126,보름달물해파리,약,제주,,0.0
20151120,20151126,기타 해파리,,충남,,0.0
20151120,20151126,노무라입깃해파리,강,충남, ,13.3
20151120,20151126,보름달물해파리,약,충남,,0.0
20151127,20151203,기타 해파리,,강원,,0.0
20151127,20151203,노무라입깃해파리,강,강원,,0.0
20151127,20151203,보름달물해파리,약,강원,,0.0
20151127,20151203,기타 해파리,,경기,,0.0
20151127,20151203,노무라입깃해파리,강,경기,저밀도,25.0
20151127,20151203,보름달물해파리,약,경기,,0.0
20151127,20151203,기타 해파리,,경남,,0.0
20151127,20151203,노무라입깃해파리,강,경남,,0.0
20151127,20151203,보름달물해파리,약,경남,저밀도,20.0
20151127,20151203,기타 해파리,,경북,,0.0
20151127,20151203,노무라입깃해파리,강,경북,,0.0
20151127,20151203,보름달물해파리,약,경북,저밀도,8.3
20151127,20151203,기타 해파리,,부산,,0.0
20151127,20151203,노무라입깃해파리,강,부산,,0.0
20151127,20151203,보름달물해파리,약,부산,,0.0
20151127,20151203,기타 해파리,,울산,,0.0
20151127,20151203,노무라입깃해파리,강,울산,,0.0
20151127,20151203,보름달물해파리,약,울산,,0.0
20151127,20151203,기타 해파리,,인천,,0.0
20151127,20151203,노무라입깃해파리,강,인천,저밀도,10.0
20151127,20151203,보름달물해파리,약,인천,,0.0
20151127,20151203,기타 해파리,,전남,,0.0
20151127,20151203,노무라입깃해파리,강,전남,저밀도,14.3
20151127,20151203,보름달물해파리,약,전남,,0.0
20151127,20151203,기타 해파리,,전북,,0.0
20151127,20151203,노무라입깃해파리,강,전북,,0.0
20151127,20151203,보름달물해파리,약,전북,,0.0
20151127,20151203,기타 해파리,,제주,,0.0
20151127,20151203,노무라입깃해파리,강,제주,,0.0
20151127,20151203,보름달물해파리,약,제주,,0.0
20151127,20151203,기타 해파리,,충남,,0.0
20151127,20151203,노무라입깃해파리,강,충남,,0.0
20151127,20151203,보름달물해파리,약,충남,,0.0
20151204,20151210,기타 해파리,,강원,,0.0
20151204,20151210,노무라입깃해파리,강,강원,,0.0
20151204,20151210,보름달물해파리,약,강원,,0.0
20151204,20151210,기타 해파리,,경기,,0.0
20151204,20151210,노무라입깃해파리,강,경기,,0.0
20151204,20151210,보름달물해파리,약,경기,,0.0
20151204,20151210,기타 해파리,,경남,,0.0
