"해역","연안정점","관측일시","수온","수온 QC Flag","기온","기온 QC","운량","천기"
"동해","감포(12001)","20151107","","2","17","2","",""
"동해","감포(12001)","20151108","","2","16","2","",""
"동해","감포(12001)","20151109","","2","14","2","",""
"동해","감포(12001)","20151110","","2","14.5","2","",""
"동해","감포(12001)","20151111","","2","14","2","",""
"동해","감포(12001)","20151112","","2","18","2","",""
"동해","감포(12001)","20151113","","2","15","2","",""
"동해","감포(12001)","20151114","","2","16.9","2","",""
"동해","감포(12001)","20151115","","2","16.1","2","",""
"동해","감포(12001)","20151116","17.8","1","18","1","",""
"동해","감포(12001)","20151117","17.8","1","15","1","",""
"동해","감포(12001)","20151118","","2","16","2","",""
"동해","감포(12001)","20151119","","2","12","2","",""
"동해","감포(12001)","20151120","17.8","1","14.5","1","",""
"동해","감포(12001)","20151121","17.6","1","15.5","1","",""
"동해","감포(12001)","20151122","","2","14.5","2","",""
"동해","감포(12001)","20151123","","2","12.4","2","",""
"동해","감포(12001)","20151124","","2","11.9","2","",""
"동해","감포(12001)","20151125","","2","7.4","2","",""
"동해","감포(12001)","20151126","16","1","5","1","",""
"동해","감포(12001)","20151127","15.4","1","3","1","",""
"동해","감포(12001)","20151128","","2","6.6","2","",""
"동해","감포(12001)","20151129","","2","7.4","2","",""
"동해","감포(12001)","20151130","16","1","12.9","1","",""
"동해","감포(12001)","20151201","16.2","1","12.5","1","",""
"동해","감포(12001)","20151202","16","1","14","1","",""
"동해","감포(12001)","20151203","16.1","1","8.5","1","",""
"동해","감포(12001)","20151204","15.9","1","5.5","1","",""
"동해","감포(12001)","20151205","16","1","5","1","",""
"동해","감포(12001)","20151206","15","1","9","1","",""
"동해","감포(12001)","20151207","15.2","1","10.5","1","",""
"동해","감포(12001)","20151208","","2","8.7","2","",""
"동해","감포(12001)","20151209","15.4","1","9.2","1","",""
"동해","감포(12001)","20151210","15.5","1","14","1","",""
"동해","감포(12001)","20151211","","2","9.4","2","",""
"동해","감포(12001)","20151212","","2","7.7","2","",""
"동해","감포(12001)","20151213","","2","9.7","2","",""
"동해","감포(12001)","20151214","14.5","1","8.8","1","",""
"동해","감포(12001)","20151215","14.5","1","9.6","1","",""
"동해","감포(12001)","20151216","14","1","4.7","1","",""
"동해","감포(12001)","20151217","13.7","1","-1.2","1","",""
"동해","감포(12001)","20151218","14.3","1","1","1","",""
"동해","감포(12001)","20151219","14","1","8.5","1","",""
"동해","감포(12001)","20151220","14.4","1","9","1","",""
"동해","감포(12001)","20151221","14.7","1","9.5","1","",""
"동해","감포(12001)","20151222","14.6","1","10.5","1","",""
"동해","감포(12001)","20151223","14.7","1","11.5","1","",""
"동해","감포(12001)","20151224","14.9","1","12.8","1","",""
"동해","감포(12001)","20151225","14.6","1","3.9","1","",""
"동해","감포(12001)","20151226","14.2","1","6.9","1","",""
"동해","감포(12001)","20151227","14.3","1","5.4","1","",""
"동해","감포(12001)","20151228","14.5","1","3.4","1","",""
"동해","감포(12001)","20151229","14.6","1","4.5","1","",""
"동해","감포(12001)","20151230","14.9","1","5.4","1","",""
"동해","감포(12001)","20160101","14","1","6.4","1","",""
"동해","감포(12001)","20160102","14.3","1","7","1","",""
"동해","감포(12001)","20160103","14","1","11","1","",""
"동해","감포(12001)","20160104","13.8","1","9.9","1","",""
"동해","감포(12001)","20160105","13.4","1","4.2","1","",""
"동해","감포(12001)","20160106","13.2","1","2.3","1","",""
"동해","감포(12001)","20160107","13","1","2.3","1","",""
"동해","감포(12001)","20160108","13.6","1","1","1","",""
"동해","감포(12001)","20160109","13.5","1","2.3","1","",""
"동해","감포(12001)","20160110","13.4","1","3.5","1","",""
"동해","감포(12001)","20160111","13.8","1","2.3","1","",""
"동해","감포(12001)","20160112","14","1","5","1","",""
"동해","감포(12001)","20160113","13.5","1","0","1","",""
"동해","감포(12001)","20160114","13.4","1","-1","1","",""
"동해","감포(12001)","20160115","13.7","1","1.9","1","",""
"동해","감포(12001)","20160116","13.5","1","4.6","1","",""
"동해","감포(12001)","20160117","13.5","1","10.5","1","",""
"동해","감포(12001)","20160118","13.1","1","7","1","",""
"동해","감포(12001)","20160119","11.6","1","-4","3","",""
"동해","감포(12001)","20160120","","2","-1","2","",""
"동해","감포(12001)","20160121","","2","1","2","",""
"동해","감포(12001)","20160122","","2","-1","2","",""
"동해","감포(12001)","20160123","","2","-3.2","2","",""
"동해","감포(12001)","20160124","","2","-10.6","2","",""
"동해","감포(12001)","20160125","","2","-5.8","2","",""
"동해","감포(12001)","20160126","11.8","1","2","1","",""
"동해","감포(12001)","20160127","11.8","1","4","1","",""
"동해","감포(12001)","20160128","11.9","1","4.5","1","",""
"동해","감포(12001)","20160129","","2","4","2","",""
"동해","감포(12001)","20160130","","2","4.5","2","",""
"동해","감포(12001)","20160131","","2","2.3","2","",""
"동해","감포(12001)","20160201","11","1","4","1","",""
"동해","감포(12001)","20160202","10.7","1","0","1","",""
"동해","감포(12001)","20160203","10.4","1","0","1","",""
"동해","감포(12001)","20160204","10.6","1","5","1","",""
"동해","감포(12001)","20160205","12.2","1","2.7","1","",""
"동해","감포(12001)","20160206","12","1","1.3","1","",""
"동해","감포(12001)","20160207","11.9","1","1","1","",""
"동해","감포(12001)","20160208","11.3","1","3","1","",""
"동해","감포(12001)","20160209","11","1","5.7","1","",""
"동해","감포(12001)","20160210","11.8","1","11.8","1","",""
"동해","감포(12001)","20160211","12","1","11.5","1","",""
"동해","감포(12001)","20160212","12.3","1","12.5","1","",""
"동해","감포(12001)","20160213","","2","13.4","2","",""
"동해","감포(12001)","20160214","","2","12","2","",""
"동해","감포(12001)","20160215","","2","-1.9","2","",""
"동해","감포(12001)","20160216","","2","1","2","",""
"동해","감포(12001)","20160217","11.6","1","2.1","1","",""
"동해","감포(12001)","20160218","10.7","1","6.5","1","",""
"동해","감포(12001)","20160219","10.8","1","10","1","",""
"동해","감포(12001)","20160220","10.8","1","8.5","1","",""
"동해","감포(12001)","20160221","10.9","1","4","1","",""
"동해","감포(12001)","20160222","10.8","1","4.7","1","",""
"동해","감포(12001)","20160223","11","1","8","1","",""
"동해","감포(12001)","20160224","","2","1","2","",""
"동해","감포(12001)","20160225","10.5","1","3","1","",""
"동해","감포(12001)","20160226","","2","5.5","2","",""
"동해","감포(12001)","20160227","","2","11.2","2","",""
"동해","감포(12001)","20160228","11.9","1","9.4","1","",""
"동해","감포(12001)","20160301","11.3","1","1","1","",""
"동해","감포(12001)","20160302","11.6","1","4","1","",""
"동해","감포(12001)","20160303","10.6","1","10.5","1","",""
"동해","감포(12001)","20160304","","2","10","2","",""
"동해","감포(12001)","20160305","10.8","1","11","1","",""
"동해","감포(12001)","20160306","11.2","1","10","1","",""
"동해","감포(12001)","20160307","11.3","1","10.2","1","",""
"동해","감포(12001)","20160308","10.7","1","11","1","",""
"동해","감포(12001)","20160309","10.5","1","8","1","",""
"동해","감포(12001)","20160310","11.8","1","8.7","1","",""
"동해","감포(12001)","20160311","11.5","1","3","1","",""
"동해","감포(12001)","20160312","","2","3.6","2","",""
"동해","감포(12001)","20160313","","2","8.4","2","",""
"동해","감포(12001)","20160314","12","1","8.6","1","",""
"동해","감포(12001)","20160315","11.7","1","7","1","",""
"동해","감포(12001)","20160316","11.5","1","10.5","1","",""
"동해","감포(12001)","20160317","11.7","1","13","1","",""
"동해","감포(12001)","20160318","","2","11.5","2","",""
"동해","감포(12001)","20160319","11.8","1","12.7","1","",""
"동해","감포(12001)","20160320","","2","11.8","2","",""
"동해","감포(12001)","20160321","12.8","1","9.9","1","",""
"동해","감포(12001)","20160322","12.4","1","14.2","1","",""
"동해","감포(12001)","20160323","","2","13.8","2","",""
"동해","감포(12001)","20160324","","2","6","2","",""
"동해","감포(12001)","20160325","","2","7.5","2","",""
"동해","감포(12001)","20160326","","2","9.8","2","",""
"동해","감포(12001)","20160327","12","1","10.1","1","",""
"동해","감포(12001)","20160328","12.2","1","12.5","1","",""
"동해","감포(12001)","20160329","12","1","14.5","1","",""
"동해","감포(12001)","20160330","12.3","1","16","1","",""
"동해","감포(12001)","20160331","12","1","14.5","1","",""
"동해","감포(12001)","20160401","12.5","1","13.5","1","",""
"동해","감포(12001)","20160402","","2","13.9","2","",""
"동해","감포(12001)","20160403","","2","13.8","2","",""
"동해","감포(12001)","20160404","","2","11","2","",""
"동해","감포(12001)","20160405","","2","12","2","",""
"동해","감포(12001)","20160406","14","1","17","1","",""
"동해","감포(12001)","20160407","","2","14","2","",""
"동해","감포(12001)","20160408","14","1","15.2","1","",""
"동해","감포(12001)","20160409","14.2","1","15.5","1","",""
"동해","감포(12001)","20160410","14.5","1","14.7","1","",""
"동해","감포(12001)","20160411","","2","8.1","2","",""
"동해","감포(12001)","20160412","12.9","1","13.5","1","",""
"동해","감포(12001)","20160413","","2","15","2","",""
"동해","감포(12001)","20160414","13","1","15.8","1","",""
"동해","감포(12001)","20160415","13.1","1","17","1","",""
"동해","감포(12001)","20160416","","2","16.5","2","",""
"동해","감포(12001)","20160417","","2","18","2","",""
"동해","감포(12001)","20160418","12.8","1","16.5","1","",""
"동해","감포(12001)","20160419","13.2","1","15.9","1","",""
"동해","감포(12001)","20160420","12.9","1","15","1","",""
"동해","감포(12001)","20160421","","2","12.4","2","",""
"동해","감포(12001)","20160422","","2","18","2","",""
"동해","감포(12001)","20160423","14.2","1","16.6","1","",""
"동해","감포(12001)","20160424","","2","16.3","2","",""
"동해","감포(12001)","20160501","","2","18.9","2","",""
"동해","감포(12001)","20160502","16","1","19.6","1","",""
"동해","감포(12001)","20160503","","2","17","2","",""
"동해","감포(12001)","20160504","","2","21","2","",""
"동해","감포(12001)","20160505","15","1","19","1","",""
"동해","감포(12001)","20160506","14.5","1","18","1","",""
"동해","감포(12001)","20160507","14.6","1","21","1","",""
"동해","감포(12001)","20160508","14","1","18.6","1","",""
"동해","감포(12001)","20160509","14.6","1","20","1","",""
"동해","감포(12001)","20160510","","2","12","2","",""
"동해","감포(12001)","20160511","","2","18","2","",""
"동해","감포(12001)","20160512","15.2","1","16.8","1","",""
"동해","감포(12001)","20160513","15","1","20.7","1","",""
"동해","감포(12001)","20160514","15.1","1","16.6","1","",""
"동해","감포(12001)","20160515","","2","19.1","2","",""
"동해","감포(12001)","20160516","","2","10.9","2","",""
"동해","감포(12001)","20160517","15.8","1","21","3","",""
"동해","감포(12001)","20160518","16.1","1","21.3","1","",""
"동해","감포(12001)","20160519","16.5","1","20","1","",""
"동해","감포(12001)","20160520","","2","15.1","2","",""
"동해","감포(12001)","20160521","17.2","1","19.9","1","",""
"동해","감포(12001)","20160522","17.6","1","18.6","1","",""
"동해","감포(12001)","20160523","18","1","21.7","1","",""
"동해","감포(12001)","20160524","","2","21.5","2","",""
"동해","감포(12001)","20160525","18.5","1","21","1","",""
"동해","감포(12001)","20160526","18.3","1","22.4","1","",""
"동해","감포(12001)","20160527","18.4","1","21","1","",""
"동해","감포(12001)","20160528","18.2","1","22.9","1","",""
"동해","감포(12001)","20160529","","2","21","2","",""
"동해","감포(12001)","20160530","","2","18.6","2","",""
"동해","감포(12001)","20160531","","2","26","2","",""
"동해","감포(12001)","20160601","17.6","1","22.5","1","",""
"동해","감포(12001)","20160602","17.7","1","23","1","",""
"동해","감포(12001)","20160603","17.5","1","22","1","",""
"동해","감포(12001)","20160604","","2","23.7","2","",""
"동해","감포(12001)","20160605","","2","20.7","2","",""
"동해","감포(12001)","20160606","","2","18.7","2","",""
"동해","감포(12001)","20160607","18.8","1","18.7","1","",""
"동해","감포(12001)","20160608","18.7","1","23.8","1","",""
"동해","감포(12001)","20160609","18.6","1","23.9","1","",""
"동해","감포(12001)","20160610","18.8","1","25","1","",""
"동해","감포(12001)","20160611","18.4","1","23","1","",""
"동해","감포(12001)","20160612","18.3","1","20","1","",""
"동해","감포(12001)","20160613","18.5","1","20","1","",""
"동해","감포(12001)","20160614","","2","21.5","2","",""
"동해","감포(12001)","20160615","18.4","1","18.7","1","",""
"동해","감포(12001)","20160616","17.6","1","21.4","1","",""
"동해","감포(12001)","20160617","17.5","1","25","1","",""
"동해","감포(12001)","20160618","18.5","1","26.1","1","",""
"동해","감포(12001)","20160619","16.8","1","19.1","1","",""
"동해","감포(12001)","20160620","17.3","1","21.8","1","",""
"동해","감포(12001)","20160621","17.5","1","21.4","1","",""
"동해","감포(12001)","20160622","19.2","1","21.3","1","",""
"동해","감포(12001)","20160623","21","1","23","1","",""
"동해","감포(12001)","20160625","","2","21.4","2","",""
"동해","감포(12001)","20160626","","2","25.6","2","",""
"동해","감포(12001)","20160627","20.6","1","21.4","1","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20160628","","2","23.3","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160629","","2","22.2","2","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160701","19.2","1","22.8","1","71%-80%","안개(Fog)"
"동해","감포(12001)","20160702","","2","24.3","2","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20160703","19.5","1","25.9","1","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20160704","0","3","20","1","71%-80%","비"
"동해","감포(12001)","20160705","0","1","21.5","1","71%-80%","안개(Fog)"
"동해","감포(12001)","20160706","18.5","3","20.1","1","",""
"동해","감포(12001)","20160707","18.7","1","21.4","1","",""
"동해","감포(12001)","20160708","19.8","1","23.1","1","61%-70%","안개(Fog)"
"동해","감포(12001)","20160709","20.6","1","23.6","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160710","21","1","24.4","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160711","21.5","1","23","1","",""
"동해","감포(12001)","20160712","21.3","1","24","1","",""
"동해","감포(12001)","20160713","20.2","1","25","1","71%-80%","안개(Fog)"
"동해","감포(12001)","20160714","20.2","1","25","1","",""
"동해","감포(12001)","20160715","21.4","1","24.5","1","",""
"동해","감포(12001)","20160716","21.3","1","23.8","1","",""
"동해","감포(12001)","20160717","21.5","1","24","1","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20160718","21.6","1","24.3","1","",""
"동해","감포(12001)","20160719","24","1","26","1","",""
"동해","감포(12001)","20160720","24.3","1","25.9","1","",""
"동해","감포(12001)","20160721","23.8","1","26.5","1","",""
"동해","감포(12001)","20160722","24","1","25","1","",""
"동해","감포(12001)","20160723","25","1","26","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160724","25","1","28.4","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160725","24.4","1","26.4","1","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20160726","22.5","1","27","1","",""
"동해","감포(12001)","20160727","","2","24.7","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160728","23","1","28.4","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160729","22.4","1","24.9","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160730","22.6","1","24.2","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160731","21","1","25.7","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160801","","2","28.2","2","71%-80%","안개(Fog)"
"동해","감포(12001)","20160802","23.8","1","27","1","",""
"동해","감포(12001)","20160803","23.9","1","28","1","",""
"동해","감포(12001)","20160804","24","1","28.5","1","",""
"동해","감포(12001)","20160805","25","1","27","1","",""
"동해","감포(12001)","20160806","26.4","1","28.9","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160807","27.2","1","29.4","1","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20160808","26.8","1","29.6","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160809","25.8","1","26.7","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160810","28","1","29","1","",""
"동해","감포(12001)","20160811","27","1","30","1","",""
"동해","감포(12001)","20160812","27.6","1","30","1","",""
"동해","감포(12001)","20160813","29","1","31.6","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160814","28.8","1","33.5","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160815","25.6","1","32.9","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160816","27.5","1","26.3","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160817","28.4","1","30.5","1","",""
"동해","감포(12001)","20160818","29","1","29.5","1","",""
"동해","감포(12001)","20160819","29.2","1","30","1","",""
"동해","감포(12001)","20160820","29","1","30","1","",""
"동해","감포(12001)","20160821","28.8","1","28","1","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160822","28.7","1","29","1","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20160823","28.5","1","28.5","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160824","","2","27.7","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160825","29","1","29.5","1","",""
"동해","감포(12001)","20160826","","2","24","2","71%-80%","비"
"동해","감포(12001)","20160827","","2","25","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160828","","2","25","2","91%-100%","비"
"동해","감포(12001)","20160829","","2","20.9","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160901","","2","27","2","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20160902","","2","20.8","2","71%-80%","비"
"동해","감포(12001)","20160903","","2","22","2","91%-100%","비"
"동해","감포(12001)","20160904","24","1","27","1","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20160905","","2","23","2","71%-80%","비"
"동해","감포(12001)","20160906","24.7","1","25","1","",""
"동해","감포(12001)","20160907","24.9","1","25.3","1","",""
"동해","감포(12001)","20160908","24.8","1","24.5","1","",""
"동해","감포(12001)","20160909","","2","23.9","2","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160910","","2","23.1","2","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20160911","","2","23.1","2","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20160912","","2","21","2","91%-100%","비"
"동해","감포(12001)","20160913","","2","23.6","2","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160914","25.1","1","24.6","1","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20160915","25.4","1","23","1","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20160916","25","1","23.9","1","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20160917","","9","22","9","91%-100%","비"
"동해","감포(12001)","20160918","","9","20.5","9","91%-100%","비"
"동해","감포(12001)","20160919","","9","21.5","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20160920","","9","20.7","9","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20160921","","9","21","9","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20160922","","9","22","9","91%-100%","비"
"동해","감포(12001)","20160923","","9","21.6","9","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20160924","","9","23.2","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20160928","23.8","1","25.5","1","",""
"동해","감포(12001)","20161001","23","1","19.4","1","",""
"동해","감포(12001)","20161002","23.4","1","23","1","",""
"동해","감포(12001)","20161003","23.9","1","22.3","1","",""
"동해","감포(12001)","20161004","","9","23.7","9","",""
"동해","감포(12001)","20161005","","9","19.9","9","",""
"동해","감포(12001)","20161006","","9","22.5","9","",""
"동해","감포(12001)","20161007","","9","21.2","9","",""
"동해","감포(12001)","20161008","","9","19.3","9","",""
"동해","감포(12001)","20161009","","9","16.8","9","",""
"동해","감포(12001)","20161011","22","1","16.8","1","",""
"동해","감포(12001)","20161012","21.8","1","18.7","1","",""
"동해","감포(12001)","20161013","21.8","1","19.4","1","",""
"동해","감포(12001)","20161014","22.3","1","21","1","",""
"동해","감포(12001)","20161017","21.1","1","20.5","1","",""
"동해","감포(12001)","20161018","21.6","1","22","1","",""
"동해","감포(12001)","20161019","20.5","1","21.5","1","",""
"동해","감포(12001)","20161020","21.4","1","22.3","1","",""
"동해","감포(12001)","20161031","20","1","15.3","1","",""
"동해","감포(12001)","20161125","16.5","1","4.5","1","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20161201","","9","11.4","9","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20161202","","9","7","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20161203","","9","13.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161204","","9","14","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20161205","","9","7.2","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161206","","9","4.6","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20161207","","9","8.3","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20161208","","9","6.3","9","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20161209","","9","9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161210","","9","3.8","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20161211","","9","5.7","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20161212","","9","4.5","9","21%-30%","쾌청(운량:0-2)"
"동해","감포(12001)","20161213","","9","8.8","9","21%-30%","쾌청(운량:0-2)"
"동해","감포(12001)","20161214","","9","5.1","9","91%-100%",""
"동해","감포(12001)","20161215","","9","0.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161216","","9","-2.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161217","","9","4.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161218","","9","2.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161219","","9","8.4","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20161220","","9","12","9","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20161221","","9","8.6","9","91%-100%","이슬비"
"동해","감포(12001)","20161222","","9","16","9","71%-80%","흐림(운량:8-10)"
"동해","감포(12001)","20161223","","9","4.6","9","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20161224","","9","0.8","9","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20161225","","9","6.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161226","","9","5.8","9","91%-100%","비"
"동해","감포(12001)","20161227","","9","3.8","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20161228","","9","0.4","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20161229","","9","1.9","9","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20161230","","9","-0.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170101","","9","5.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170102","","9","4.8","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170103","","9","6.5","9","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20170104","","9","3.2","9","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20170105","","9","9","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170106","","9","8","9","81%-90%","흐림(운량:8-10)"
"동해","감포(12001)","20170108","","9","","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170109","","9","6.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170110","","9","1.4","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170111","","9","-2","9","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20170112","","9","-0.6","9","41%-50%","개임(운량:3-7)"
"동해","감포(12001)","20170113","","9","0.5","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170114","","9","-5.1","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170115","","9","-5.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170116","","9","1.8","9","31%-40%","개임(운량:3-7)"
"동해","감포(12001)","20170117","","9","0.5","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170118","","9","2.1","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170119","","9","6.9","9","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20170120","","9","1.8","9","61%-70%","개임(운량:3-7)"
"동해","감포(12001)","20170121","","9","-2.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170122","","9","-2.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170123","","9","-6.4","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170124","","9","-3.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170125","","9","-1","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170126","","9","0.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170127","","9","6.7","9","81%-90%","흐림(운량:8-10)"
"동해","감포(12001)","20170128","","9","5.2","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170129","","9","5.2","9","91%-100%","비"
"동해","감포(12001)","20170130","","9","3.2","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170131","","9","-0.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170201","","9","-0.3","9","91%-100%","개임(운량:3-7)"
"동해","감포(12001)","20170202","","9","-0.5","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170203","","9","1.5","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170204","","9","10.5","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170205","","9","4.3","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170206","","9","6.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170207","","9","2.7","9","51%-60%","개임(운량:3-7)"
"동해","감포(12001)","20170208","","9","3.7","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170209","","9","0","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170210","","9","-4.3","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170211","","9","-4.8","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170212","","9","-0.8","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170213","","9","0.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170214","","9","2.3","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170215","","9","6.9","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170216","","9","9.3","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170217","","9","2.4","9","81%-90%","흐림(운량:8-10)"
"동해","감포(12001)","20170218","","9","0.5","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170219","","9","2.4","9","21%-30%","개임(운량:3-7)"
"동해","감포(12001)","20170220","","9","5.2","9","91%-100%","이슬비"
"동해","감포(12001)","20170221","","9","2.9","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170222","","9","6","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170223","","9","3","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170224","","9","-0.5","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170225","","9","3.2","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170226","","9","5.1","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170227","","9","5.6","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170228","","9","5.1","9","11%-20%","쾌청(운량:0-2)"
"동해","감포(12001)","20170301","","9","3.5","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170302","","9","4.9","9","91%-100%","흐림(운량:8-10)"
"동해","감포(12001)","20170303","","9","3.2","9","21%-30%","개임(운량:3-7)"
